,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,day_added,duration_value,duration_unit,tags
5009,s5010,movie,Judwaa 2,david dhawan,varun dhawan  jacqueline fernandez  tapsee pannu  rajpal yadav  sachin khedekar  anupam kher  zakir hussain  pavan malhotra,India,2018-03-01,2017,TV-14,145 min,['action & adventure'  'comedies'  'international movies'],separated at birth  twins raja and prem couldn't be more different. but when fate puts them both in london  they start being mistaken for each other.,2018,March,1,145.0,min,['action & adventure' 'comedies' 'international movies'] ['action & adventure' 'comedies' 'international movies'] varun dhawan jacqueline fernandez tapsee pannu rajpal yadav sachin khedekar anupam kher zakir hussain pavan malhotra david dhawan separated at birth twins raja and prem couldn't be more different. but when fate puts them both in london they start being mistaken for each other. movie
5010,s5011,movie,Love Beats Rhymes,rza,azealia banks  lucien laviscount  jill scott  common  lorraine toussaint  hana mae lee  jeremie harris,United States,2018-03-01,2016,R,106 min,['dramas'  'music & musicals'  'romantic movies'],after enrolling in a college poetry course  a struggling rapper finds inspiration for her new voice through slam poetry.,2018,March,1,106.0,min,['dramas' 'music & musicals' 'romantic movies'] ['dramas' 'music & musicals' 'romantic movies'] azealia banks lucien laviscount jill scott common lorraine toussaint hana mae lee jeremie harris rza after enrolling in a college poetry course a struggling rapper finds inspiration for her new voice through slam poetry. movie
5011,s5012,movie,Schubert In Love,lars büchel,olaf schubert  mario adorf  marie leuenberger  jochen barkas  bert stephan  martina hill  christoph jungmann  luise wolfram  hildegard schroedter  imke buchel,Germany,2018-03-01,2016,TV-14,94 min,['comedies'  'international movies'],the last of his family line  olaf schubert doesn't have time for a girlfriend but dutifully searches for one when his father demands offspring.,2018,March,1,94.0,min,['comedies' 'international movies'] ['comedies' 'international movies'] olaf schubert mario adorf marie leuenberger jochen barkas bert stephan martina hill christoph jungmann luise wolfram hildegard schroedter imke buchel lars büchel the last of his family line olaf schubert doesn't have time for a girlfriend but dutifully searches for one when his father demands offspring. movie
5012,s5013,movie,Shubh Aarambh,amit barot,harsh chhaya  prachi shah  bharat chawda  deeksha joshi  aarjav trivedi  prashant barot  harsha bhavsar,India,2018-03-01,2017,TV-PG,127 min,['dramas'  'international movies'  'romantic movies'],as her own wedding looms on the horizon  a marriage counselor strives to save her future in-laws' crumbling relationship.,2018,March,1,127.0,min,['dramas' 'international movies' 'romantic movies'] ['dramas' 'international movies' 'romantic movies'] harsh chhaya prachi shah bharat chawda deeksha joshi aarjav trivedi prashant barot harsha bhavsar amit barot as her own wedding looms on the horizon a marriage counselor strives to save her future in-laws' crumbling relationship. movie
5013,s5014,movie,Something Huge,carlo padial,berto romero  carolina bang  javier botet  carlos areces  miguel noguera  toni sevilla,Spain,2018-03-01,2017,TV-MA,87 min,['comedies'  'independent movies'  'international movies'],"a director and a comedian want to shoot the ""comedy of the future"" and make cinema history  but soon run out of resources and run into mission creep.",2018,March,1,87.0,min,"['comedies' 'independent movies' 'international movies'] ['comedies' 'independent movies' 'international movies'] berto romero carolina bang javier botet carlos areces miguel noguera toni sevilla carlo padial a director and a comedian want to shoot the ""comedy of the future"" and make cinema history but soon run out of resources and run into mission creep. movie"
5014,s5015,movie,Swades,ashutosh gowariker,shah rukh khan  gayatri joshi  kishori balal  smith seth  lekh tandon  rajesh vivek  daya shankar pandey  farrukh jaffar,India,2018-03-01,2004,TV-PG,185 min,['dramas'  'international movies'],an americanized nasa scientist returns to his native india on a business trip and searches for the nanny who helped raise him.,2018,March,1,185.0,min,['dramas' 'international movies'] ['dramas' 'international movies'] shah rukh khan gayatri joshi kishori balal smith seth lekh tandon rajesh vivek daya shankar pandey farrukh jaffar ashutosh gowariker an americanized nasa scientist returns to his native india on a business trip and searches for the nanny who helped raise him. movie
5015,s5016,movie,Swearnet Live,mike smith  john paul tremblay  robb wells,mike smith  john paul tremblay  robb wells  john dunsworth  pat roach  leigh macinnis  luke gordon,Canada,2018-03-01,2014,TV-MA,75 min,['comedies'  'international movies'],"""trailer park boys"" john paul tremblay  robb wells and mike smith host this foulmouthed live kick-off of their web-based swearnet network.",2018,March,1,75.0,min,"['comedies' 'international movies'] ['comedies' 'international movies'] mike smith john paul tremblay robb wells john dunsworth pat roach leigh macinnis luke gordon mike smith john paul tremblay robb wells ""trailer park boys"" john paul tremblay robb wells and mike smith host this foulmouthed live kick-off of their web-based swearnet network. movie"
5016,s5017,movie,Trailer Park Boys Live at the North Pole,mike smith  john paul tremblay  robb wells,mike smith  john paul tremblay  robb wells  john dunsworth  pat roach  jacob rolfe  marguerite mcneil  doug barron  paul doucette  gareth meagher,Canada,2018-03-01,2014,TV-MA,89 min,['movies'],bubbles's plan to spread the true meaning of christmas is dashed by julian's wish to cash in on the holiday and ricky's quest to meet the real santa.,2018,March,1,89.0,min,['movies'] ['movies'] mike smith john paul tremblay robb wells john dunsworth pat roach jacob rolfe marguerite mcneil doug barron paul doucette gareth meagher mike smith john paul tremblay robb wells bubbles's plan to spread the true meaning of christmas is dashed by julian's wish to cash in on the holiday and ricky's quest to meet the real santa. movie
5017,s5018,movie,Trailer Park Boys Live In F**kin' Dublin,mike smith  john paul tremblay  robb wells,mike smith  john paul tremblay  robb wells  pat roach,Canada,2018-03-01,2014,TV-MA,81 min,['movies'],the boys head to ireland after winning a contest to see rush but are arrested by immigration and must perform a community service puppet show.,2018,March,1,81.0,min,['movies'] ['movies'] mike smith john paul tremblay robb wells pat roach mike smith john paul tremblay robb wells the boys head to ireland after winning a contest to see rush but are arrested by immigration and must perform a community service puppet show. movie
5018,s5019,movie,Trailer Park Boys: Say Goodnight to the Bad Guys,mike clattenburg,john paul tremblay  robb wells  john dunsworth  patrick roach  lucy decoutere  sarah dunsworth  barrie dunn  jeanna harrison  shelley thompson  tyrone parsons,Canada,2018-03-01,2008,TV-MA,47 min,['comedies'  'cult movies'],a year after the season 7 finale  the boys are poised to live the good life. but an old enemy throws a wrench in things once again.,2018,March,1,47.0,min,['comedies' 'cult movies'] ['comedies' 'cult movies'] john paul tremblay robb wells john dunsworth patrick roach lucy decoutere sarah dunsworth barrie dunn jeanna harrison shelley thompson tyrone parsons mike clattenburg a year after the season 7 finale the boys are poised to live the good life. but an old enemy throws a wrench in things once again. movie
5019,s5020,movie,Trailer Park Boys: Xmas Special,mike clattenburg,john paul tremblay  robb wells  john dunsworth  patrick roach  lucy decoutere  sarah dunsworth  cory bowles  barrie dunn  michael jackson  shelley thompson,Canada,2018-03-01,2004,TV-MA,46 min,['movies'],see what sunnyvale trailer park was like back in the day  featuring randy as a prostitute  j-roc before he rapped and barb and lahey still together.,2018,March,1,46.0,min,['movies'] ['movies'] john paul tremblay robb wells john dunsworth patrick roach lucy decoutere sarah dunsworth cory bowles barrie dunn michael jackson shelley thompson mike clattenburg see what sunnyvale trailer park was like back in the day featuring randy as a prostitute j-roc before he rapped and barb and lahey still together. movie
5020,s5021,movie,Tu Hai Mera Sunday,milind dhaimade,barun sobti  shahana goswami  vishal malhotra  avinash tiwary  rasika dugal  maanvi gagroo  nakul bhalla  jay upadhyay,India,2018-03-01,2016,TV-14,125 min,['comedies'  'independent movies'  'international movies'],when their sunday soccer game on the beach is canceled  five friends set out to find another place to play in the noisy  crowded city of mumbai.,2018,March,1,125.0,min,['comedies' 'independent movies' 'international movies'] ['comedies' 'independent movies' 'international movies'] barun sobti shahana goswami vishal malhotra avinash tiwary rasika dugal maanvi gagroo nakul bhalla jay upadhyay milind dhaimade when their sunday soccer game on the beach is canceled five friends set out to find another place to play in the noisy crowded city of mumbai. movie
5021,s5022,movie,Yuva,mani ratnam,ajay devgn  abhishek bachchan  vivek oberoi  esha deol  kareena kapoor  rani mukerji  loveleen mishra  anant nag  om puri  vijay raaz  sonu sood,India,2018-03-01,2004,TV-14,160 min,['dramas'  'international movies'],an accident on a bridge ties together three young men from different social classes  sparking a course of events that will forever alter their lives.,2018,March,1,160.0,min,['dramas' 'international movies'] ['dramas' 'international movies'] ajay devgn abhishek bachchan vivek oberoi esha deol kareena kapoor rani mukerji loveleen mishra anant nag om puri vijay raaz sonu sood mani ratnam an accident on a bridge ties together three young men from different social classes sparking a course of events that will forever alter their lives. movie
5022,s5023,movie,반드시 잡는다,hong-seon kim,baek yoon-sik,South Korea,2018-02-28,2017,TV-MA,110 min,['dramas'  'international movies'  'thrillers'],after people in his town start turning up dead  a grumpy landlord is visited by a man who recounts an unsolved serial murder case from 30 years ago.,2018,February,28,110.0,min,['dramas' 'international movies' 'thrillers'] ['dramas' 'international movies' 'thrillers'] baek yoon-sik hong-seon kim after people in his town start turning up dead a grumpy landlord is visited by a man who recounts an unsolved serial murder case from 30 years ago. movie
5023,s5024,movie,Derren Brown: The Push,unknown,derren brown,United Kingdom,2018-02-27,2018,TV-MA,69 min,['movies'],mentalist derren brown engineers an audacious social experiment demonstrating how manipulation can lead an ordinary person to commit an appalling act.,2018,February,27,69.0,min,['movies'] ['movies'] derren brown unknown mentalist derren brown engineers an audacious social experiment demonstrating how manipulation can lead an ordinary person to commit an appalling act. movie
5024,s5025,movie,Marlon Wayans: Woke-ish,marcus raboy,marlon wayans,United States,2018-02-27,2018,TV-MA,67 min,['stand-up comedy'],rollicking  outrageous and audacious  marlon wayans gets raw on racism  age-appropriate rap rhymes  gay rights  raising kids and even the kardashians.,2018,February,27,67.0,min,['stand-up comedy'] ['stand-up comedy'] marlon wayans marcus raboy rollicking outrageous and audacious marlon wayans gets raw on racism age-appropriate rap rhymes gay rights raising kids and even the kardashians. movie
5025,s5026,movie,Veronica,paco plaza,sandra escacena  claudia placer  bruna gonzález  iván chavero  ana torrent  consuelo trujillo,Spain,2018-02-25,2017,TV-MA,105 min,['horror movies'  'international movies'  'thrillers'],in 1991 madrid  after holding a séance at school  a teen girl minding her younger siblings at home suspects an evil force has entered their apartment.,2018,February,25,105.0,min,['horror movies' 'international movies' 'thrillers'] ['horror movies' 'international movies' 'thrillers'] sandra escacena claudia placer bruna gonzález iván chavero ana torrent consuelo trujillo paco plaza in 1991 madrid after holding a séance at school a teen girl minding her younger siblings at home suspects an evil force has entered their apartment. movie
